,headlines,content,date,headlines_en,content_en,stem_headline_en,emotion
1024,bmr-vaccinatie helpt mogelijk tegen corona-infectie,"door de prik tegen bof, mazelen en rode hond hebben kinderen mogelijk minder last van een infectie met het coronavirus, zeggen onderzoekers. er is wel...",02-05-20,MMR vaccine may help against coronavirus infection,"the jab against mumps, measles and rubella children may have less problems with infection by the coronavirus, say researchers. There is ...","['MMR', 'vaccine', 'may', 'help', 'against', 'coronavirus', 'infection']",fear
1025,"fsp over friesland na corona: 'ook hier gaat het vooral over groei, groei, groei'","gaat de wereld veranderen door de corona-crisis? ingrid van de vegte: ,,eigenlijk zou je mogen verwachten dat onze leiders straks het grote verhaal gaan ...",02-05-20,"ck about Friesland after corona, ""here is the notion of growth, growth, growth '","going to change the world through the corona crisis? Ingrid van de Vegte: ,, actually would expect that our leaders will soon go the big story ...","['about', 'Friesland', 'after', 'corona', 'here', 'the', 'notion', 'growth', 'growth', 'growth']",joy
1026,åle hoekema uit borne is tegelijk negatief als positief getest op corona: 'hier moest ik het mee doen',"coronatesten die op de markt worden aangeboden, zijn volgens de ggd twente onbetrouwbaar. åle hoekema uit borne denkt er anders over. volgens een ...",02-05-20,"Åle hoekema borne out simultaneously tested negative and positive corona, ""here I had to do it '","corona tests offered on the market, according to the GGD Twente unreliable. Åle hoekema borne out thinks otherwise. according to a ...","['Åle', 'hoekema', 'borne', 'out', 'simultaneously', 'tested', 'negative', 'and', 'positive', 'corona', 'here', 'have']",joy
1027,hoe leg je corona uit aan je kind? huisarts schrijft kinderboek,hoeven/willemstad - jonge kinderen uitleggen wat het coronavirus inhoudt? dat is niet altijd even gemakkelijk. daarom besloot de willemstadse huisarts ...,02-05-20,How do you explain to your child corona? GP writes children's book,do / WILLEMSTAD - young children explain what the coronavirus? it is not always easy. therefore decided willemshobby urban GP ...,"['How', 'you', 'explain', 'your', 'child', 'corona', 'writes', 'children', 'book']",guilt
1028,illegaal en door corona geen werk: 'hoe komt mijn familie aan geld?',"betonvlechters, schoonmakers, afwassers en kindermeisjes. het zijn een aantal beroepen waarin mensen die zonder geldige papieren in ons land verblijven, ...",02-05-20,"illegally and corona no work: ""How does my family money?","betonvlechters, cleaners, dishwashers and nannies. The are some professions where people staying without valid papers in our country ...","['illegally', 'and', 'corona', 'work', 'How', 'doe', 'family', 'money']",sadness
1029,opinie: de herontdekking van de stilte in tijden van corona - opinie,covid-19 heeft ons gedwongen onze verlangens aan te passen aan wat mogelijk is. tijd genoeg om na te denken over het leven dat we tot nog toe leidden.,02-05-20,Opinion: the rediscovery of silence in times of corona - Opinion,covid-19 has forced us our desires to adapt to what is possible. time enough to think about the life we ​​led so far.,"['Opinion', 'the', 'rediscovery', 'silence', 'time', 'corona', 'Opinion']",sadness
1030,"'de vraag is niet of er na q-koorts en corona weer een nieuwe ziekte komt, de vraag is wanneer'","de overheid gaat voortvarend te werk, nu mensen elkaar besmetten tijdens de coronacrisis. veel voortvarender dan tijdens de q-koortsepidemie, toen mensen ...",02-05-20,"""The question is not whether after Q-fever and corona comes back a new disease, the question is when '","the government will act expeditiously, now people infected each other during the corona crisis. much more energetically than in the Q-fever epidemic, when people ...","['The', 'question', 'not', 'whether', 'after', 'Q-fever', 'and', 'corona', 'come', 'back', 'new', 'disease', 'the', 'question', 'when']",anger
1031,in libanon hebben de armen wel iets anders aan hun hoofd dan corona,"in tripoli, de straatarme tweede stad van libanon, hebben de mensen wel andere zorgen aan hun hoofd dan corona. wie genoeg geld heeft om zich druk ...",02-05-20,"in Lebanon, the poor often than anything else on their minds corona","in Tripoli, the impoverished second city of Lebanon, the people have other worries on their minds than corona. Who has enough money to push themselves ...","['Lebanon', 'the', 'poor', 'often', 'than', 'anything', 'else', 'their', 'mind', 'corona']",guilt
1032,warenhuis groningen ontpopt zich door corona van etalage naar webshop voor de hele binnenstad,iedere crisis biedt ruimte voor nieuwe mogelijkheden. warenhuis groningen was bedoeld als online etalage voor de groninger binnenstad. onder druk van ...,02-05-20,warehouse Groningen emerging corona from window to shop for the entire city,Every crisis offers room for new opportunities. Groningen department store was designed as an online showcase for the Groninger town. under pressure of ...,"['warehouse', 'Groningen', 'emerging', 'corona', 'from', 'window', 'shop', 'for', 'the', 'entire', 'city']",disgust
1033,coronavirus: aantal doden door corona stijgt met 94 tot bijna 5000,"door de uitbraak van het coronavirus ligt het publieke leven voor een groot deel stil. tienduizenden cafés, sportclubs en andere voorzieningen zijn tot zeker 20 ...",02-05-20,"Coronavirus: death toll rises by corona 94 to nearly 5,000","by the outbreak of coronavirus public life is largely silent. tens of thousands of pubs, clubs and other amenities are sure to ... 20","['Coronavirus', 'death', 'toll', 'rise', 'corona', 'nearly', '5,000']",fear
1034,"acht nieuwe doden door corona in de regio, met name in de achterhoek","nijmegen - het aantal mensen dat in het verspreidingsgebied van de gelderlander aan de gevolgen van het coronavirus is overleden, is sinds vrijdag ...",02-05-20,"Eight new deaths from coronavirus in the region, particularly in the rear","Nijmegen - the number of people in the distribution of the Gelderlander is deceased to the effects of the coronavirus, since Friday ...","['Eight', 'new', 'death', 'from', 'coronavirus', 'the', 'region', 'particularly', 'the', 'rear']",fear
1035,kris kross amsterdam gegijzeld door corona,het had allemaal zo mooi moeten zijn. van het ene bevrijdingsfestival naar het andere hoppen om verhalen uit het verleden te delen. sander en jordy huisman ...,02-05-20,kris kross Amsterdam hostage by corona,"all should be so beautiful. Liberation from one to another, hopping to share stories from the past. sander and jordy houseman ...","['kris', 'kross', 'Amsterdam', 'hostage', 'corona']",fear
1036,strijden tegen corona op de ic in tiel: 'onzichtbare vijand die rare dingen doet',"reportageop de ic en afdeling ab3 van ziekenhuis rivierenland in tiel strijden artsen, verpleegkundigen en patiënten dagelijks tegen het coronavirus.",02-05-20,"fight corona on the ic regulator in ""invisible enemy does strange things'","reportageop ICU and hospital ward ab3 riverland regulator in fighting doctors, nurses and patients to the coronavirus daily.","['fight', 'corona', 'the', 'regulator', 'invisible', 'enemy', 'doe', 'strange', 'thing']",fear
1037,ondanks corona nergens in nederland zo druk op de weg als in overijssel,nergens in nederland bleef het sinds de coronacrisis zo druk op de wegen als in overijssel. de verkeersdrukte was afgelopen week bijna terug op het oude ...,02-05-20,despite corona nowhere Netherlands so busy on the road in Overijssel,Nowhere in the Netherlands remained since the corona crisis so busy on the roads and in Overijssel. traffic last week was almost back to the old ...,"['despite', 'corona', 'nowhere', 'Netherlands', 'busy', 'the', 'road', 'Overijssel']",fear
1038,fotoreportages over corona: achter de lege straten schuilt het menselijk leed,"hoe breng je corona in beeld, de crisis van deze tijd? voor fotojournalisten is dat een opgave omdat die woedt achter de deuren van zorginstellingen. verder…",02-05-20,photo reports about corona: behind the empty streets lies the human suffering,"how do you corona into view, the crisis of our time? for photojournalists is a problem because raging behind the doors of institutions. further…","['photo', 'report', 'about', 'corona', 'behind', 'the', 'empty', 'street', 'lie', 'the', 'human', 'suffering']",anger
1039,"dodental spanje passeert 25.000, inwoners sporten voor het eerst in zeven weken buiten","de anticoronamaatregelen zijn door het kabinet verlengd tot 20 mei, de testcapaciteit wordt uitgebreid. zeker 4.893 nederlanders zijn gestorven aan…",02-05-20,"spain death toll passes 25,000 inhabitants sports for the first time in seven weeks out","Anti corona measures have been extended by the government until May 20, the test capacity expansion. 4893 Dutch certainly have died ...","['spain', 'death', 'toll', 'pass', '25,000', 'inhabitant', 'sport', 'for', 'the', 'first', 'time', 'seven', 'week', 'out']",sadness
1040,madonna: 'ik ben positief getest op antilichamen tegen corona',madonna heeft in haar meest recente 'quarantainedagboek' goed nieuws voor de kijkers. de 61-jarige zangeres zegt in een video op instagram positief getest ...,02-05-20,"Madonna: ""I tested positive for antibodies to coronavirus""","Madonna in its latest 'quarantine diary ""good news for viewers. The 61-year-old singer says tested positive in a video on instagram ...","['Madonna', 'tested', 'positive', 'for', 'antibody', 'coronavirus']",joy
1041,corona-uitbraak in hoogerheide roept veel vragen op bij inwoners,hoogerheide - de corona-uitbraak in verpleeghuis heideduin in hoogerheide roept vragen op bij inwoners. hoewel heideduin al weken op slot zit voor ...,02-05-20,coronavirus outbreak in hoogerheide raises many questions from residents,hoogerheide - the raises questions coronavirus outbreak in nursing dune heath in hoogerheide on to residents. although dune heath is already locked for weeks ...,"['coronavirus', 'outbreak', 'hoogerheide', 'raise', 'many', 'question', 'from', 'resident']",fear
1042,kleinere toename nieuwe sterfgevallen italië door corona,het dodental door het coronavirus in italië is het afgelopen etmaal met 269 gestegen. dat was minder dan donderdag toen het agentschap voor ...,02-05-20,smaller increase new deaths italy corona,the death toll from the coronavirus in Italy has risen over the past twenty-four hours with 269. that was less than Thursday when the agency ...,"['small', 'increase', 'new', 'death', 'italy', 'corona']",sadness
1043,akkoord bereikt: er komt corona-ouderschapsverlof met terugw...,de superkern heeft zaterdag een akkoord bereikt over het bijzondere ouderschapsverlof voor de coronacrisis. dat is te horen bij meerdere aanwezige partijen...,02-05-20,Agreement was reached: there is corona with parental terugw ...,super core on Saturday reached an agreement on the special parental leave for the corona crisis. which can be heard at several parties present ...,"['Agreement', 'be', 'reached', 'there', 'corona', 'with', 'parental', 'terugw', '...']",anger
1044,"'om een tweede corona-piek te voorkomen, moet het land op slot'","dat nederland 'in de kern diep socialistisch is' (@minpres, vorige maand) wordt maar weer eens weersproken door het feit dat nederland op #1mei doorwerkt ...",02-05-20,"""To prevent a second corona peak, the country should lock '","the Netherlands' deep socialist in the core (@MinPres, last month) is once again contradicted by the fact that Netherlands by working on # 1 May ...","['prevent', 'second', 'corona', 'peak', 'the', 'country', 'should', 'lock']",fear
